Game Version,Player ID,Name,Age,Nationality,Overall,Potential,Club,Value In (M),Wage In (K),Preferred Foot,International Reputation,Weak Foot,Skill Moves,Real Face,Joined,Contract Valid Until,Release Clause (M),Postion,Height (cm),Weigth (Kg),Attack Rate,Defence Rate
FIFA23,251573,Renan Lodi,24,Brazil,80,85,Atlético de Madrid,29.5,46,Left,1,3,4,Yes,07/07/2019 00:00,2025,62.7,SUB,173,75,High, Medium
FIFA23,207439,L. Paredes,28,Argentina,80,80,Paris Saint-Germain,18.5,79,Right,2,4,4,Yes,29/01/2019 00:00,2024,34.2,RES,180,75,Medium, Medium
FIFA23,226162,E. Buendía,25,Argentina,80,82,Aston Villa,26.5,84,Right,3,4,4,Yes,10/06/2021 00:00,2026,52.3,SUB,172,75,High, High
FIFA23,171877,M. Hamšík,34,Slovakia,80,80,Trabzonspor,9.5,45,Right,3,5,4,Yes,01/07/2021 00:00,2023,18.1,LCM,183,75,High, Medium
FIFA23,189362,Hulk,33,Brazil,80,80,Shanghai Port FC,13,20,Left,4,3,4,Yes,01/07/2017 00:00,2023,20.8,LW,180,75,High, Low
FIFA23,171579,Raúl García,35,Spain,80,80,Athletic Club de Bilbao,9,28,Right,2,3,3,Yes,31/08/2015 00:00,2023,18.9,SUB,184,75,Medium, Medium
FIFA23,198164,Jonathan Viera,32,Spain,80,80,Unión Deportiva Las Palmas,16.5,14,Right,2,4,4,Yes,23/08/2021 00:00,2026,26.4,CAM,171,75,High, Medium
FIFA23,230658,Arthur,25,Brazil,80,82,Juventus,26.5,100,Right,2,3,4,Yes,01/09/2020 00:00,2025,47,SUB,171,75,Medium, Medium
FIFA23,236496,M. Guendouzi,23,France,80,86,Olympique de Marseille,33,41,Right,1,3,4,Yes,01/07/2022 00:00,2025,69.3,LCM,185,75,Medium, High
FIFA23,210008,A. Rabiot,27,France,80,81,Juventus,24,105,Left,2,3,3,Yes,01/07/2019 00:00,2023,42.6,SUB,192,75,Medium, Medium
FIFA23,156519,H. Herrera,32,Mexico,80,80,Houston Dynamo,16.5,12,Right,3,4,3,Yes,07/07/2022 00:00,2024,23.9,LCM,185,75,Medium, Medium
FIFA23,240709,R. Baku,24,Germany,80,84,VfL Wolfsburg,30,46,Right,2,4,3,Yes,01/10/2020 00:00,2025,53.3,RB,176,75,High, Medium
FIFA23,229752,D. Sow,25,Switzerland,80,82,Eintracht Frankfurt,26.5,34,Right,2,4,3,No,01/07/2019 00:00,2024,47,RCM,184,75,Medium, High
FIFA23,184943,Ramires,31,Brazil,80,80,Jiangsu FC,10,30,Right,3,3,4,No,25/03/2019 00:00,2019,21.5,SUB,179,75,High, High
FIFA23,189271,F. Coquelin,31,France,80,80,Villarreal CF,17.5,39,Right,2,4,3,Yes,12/08/2020 00:00,2024,36.8,SUB,176,75,Medium, High
FIFA23,199304,Danilo,30,Brazil,80,80,Juventus,18,95,Right,2,4,3,Yes,07/08/2019 00:00,2024,30.6,SUB,184,75,Medium, High
FIFA23,225201,Álex Berenguer,26,Spain,80,80,Athletic Club de Bilbao,23,33,Right,1,4,3,No,02/10/2020 00:00,2024,48.3,SUB,175,75,High, Medium
FIFA23,222558,R. Karsdorp,27,Netherlands,80,81,Roma,22,63,Right,2,3,3,Yes,01/07/2017 00:00,2025,39.1,RM,184,75,High, Medium
FIFA23,208461,M. de Roon,31,Netherlands,80,80,Atalanta,15,51,Right,3,3,3,Yes,10/08/2017 00:00,2024,25.5,RCM,185,75,Medium, High
FIFA23,191043,Alex Sandro,31,Brazil,80,80,Juventus,15.5,95,Left,3,3,3,Yes,20/08/2015 00:00,2023,26.4,LB,180,75,High, Medium
FIFA23,199042,C. Aránguiz,33,Chile,80,80,Bayer 04 Leverkusen,10.5,53,Right,3,4,3,Yes,13/08/2015 00:00,2023,17.9,SUB,171,75,Medium, High
FIFA23,217036,Álex Moreno,29,Spain,80,80,Real Betis Balompié,18.5,29,Left,1,3,3,Yes,21/08/2019 00:00,2025,38.9,LB,179,75,High, Medium
FIFA23,239093,J. Clauss,29,France,80,80,Olympique de Marseille,18.5,45,Right,1,3,3,No,20/07/2022 00:00,2025,35.2,RM,178,75,High, High
FIFA23,237238,S. McTominay,25,Scotland,80,83,Manchester United,25,100,Right,2,3,3,Yes,01/07/2013 00:00,2025,49.4,RCM,193,75,Medium, High
FIFA23,178213,E. Capoue,33,France,80,80,Villarreal CF,13,39,Right,2,3,3,Yes,04/01/2021 00:00,2024,27.3,RCM,190,75,Medium, Medium
FIFA23,200949,Lucas Moura,29,Brazil,80,80,Tottenham Hotspur,20.5,105,Right,3,4,4,Yes,31/01/2018 00:00,2024,39,SUB,174,75,Medium, Medium
FIFA23,216475,Morales,34,Spain,80,80,Villarreal CF,10,39,Right,2,4,4,Yes,01/07/2022 00:00,2024,21,LS,180,75,High, Medium
FIFA23,220018,A. Rebić,28,Croatia,80,80,AC Milan,21,78,Right,1,4,4,Yes,12/09/2020 00:00,2025,35.7,SUB,185,75,High, Medium
FIFA23,205988,L. Shaw,26,England,80,81,Manchester United,22.5,105,Left,2,2,3,Yes,27/06/2014 00:00,2023,44.4,LB,181,75,Medium, Medium
FIFA23,218339,M. Dahoud,26,Germany,80,82,Borussia Dortmund,26,52,Right,2,4,4,Yes,01/07/2017 00:00,2023,46.2,RDM,178,75,High, High
FIFA23,199914,Allan,31,Brazil,80,80,Everton,15,46,Right,2,3,4,Yes,05/09/2020 00:00,2023,28.5,SUB,175,75,Medium, High
FIFA23,244470,V. Coufal,29,Czech Republic,80,80,West Ham United,18.5,73,Right,1,3,3,Yes,02/10/2020 00:00,2023,35.2,RB,175,75,High, High
FIFA23,190815,D. Blind,32,Netherlands,80,80,Ajax,13.5,20,Left,3,3,3,Yes,17/07/2018 00:00,2023,18.9,LCB,180,75,Medium, Medium
FIFA23,244261,L. Majer,24,Croatia,80,85,Stade Rennais FC,31.5,47,Left,1,3,4,No,26/08/2021 00:00,2026,62.2,LCM,179,75,High, Medium
FIFA23,252145,Nuno Mendes,20,Portugal,80,88,Paris Saint-Germain,44,54,Left,1,4,3,Yes,31/08/2021 00:00,2026,90.2,LWB,176,75,High, Medium
FIFA23,203486,T. Hazard,29,Belgium,80,80,Borussia Dortmund,20.5,54,Right,2,4,4,Yes,01/07/2019 00:00,2024,34.9,SUB,175,75,High, High
FIFA23,202024,R. Freuler,30,Switzerland,80,80,Atalanta,20,56,Right,2,3,4,No,19/01/2016 00:00,2025,34,SUB,181,75,Medium, Medium
FIFA23,233195,X. Schlager,24,Austria,80,84,RB Leipzig,27.5,46,Left,2,3,3,Yes,25/09/2020 00:00,2022,48.8,RDM,174,75,High, High
FIFA23,199564,Sergi Roberto,30,Spain,80,80,FC Barcelona,18,125,Right,3,3,3,Yes,01/07/2013 00:00,2023,36.9,SUB,178,75,Medium, Medium
FIFA23,195365,K. Kampl,31,Slovenia,80,80,RB Leipzig,17.5,58,Right,2,4,3,Yes,31/08/2017 00:00,2023,29.8,RCM,178,75,High, High
FIFA23,220093,H. Hateboer,28,Netherlands,80,80,Atalanta,19,53,Right,3,3,3,Yes,31/01/2017 00:00,2024,32.3,RM,185,75,High, Medium
FIFA23,231591,Javi Galán,27,Spain,80,80,RC Celta de Vigo,20.5,28,Left,1,2,3,No,31/07/2021 00:00,2026,43.1,LB,172,75,High, Medium
FIFA23,219789,H. Traoré,30,Mali,80,80,Stade Rennais FC,18,50,Right,2,3,3,No,01/07/2017 00:00,2023,34.2,RB,175,75,High, Medium
FIFA23,225953,S. Bergwijn,24,Netherlands,80,85,Ajax,32,21,Right,3,2,4,Yes,08/07/2022 00:00,2027,47.2,LW,178,75,High, Medium
FIFA23,233500,L. Sinisterra,23,Colombia,80,86,Leeds United,33.5,48,Right,1,4,4,No,07/07/2022 00:00,2027,70.4,LM,172,75,High, High
FIFA23,187754,Marlos,33,Ukraine,80,80,Shakhtar Donetsk,13,1,Left,2,3,5,No,04/07/2014 00:00,2021,27.3,RM,174,75,Medium, Low
FIFA23,228881,D. Calabria,25,Italy,80,83,AC Milan,25.5,60,Right,2,3,3,No,01/07/2015 00:00,2025,45.3,RB,177,75,High, High
FIFA23,234943,F. Neuhaus,25,Germany,80,84,Borussia Mönchengladbach,29,34,Right,2,4,3,Yes,01/07/2017 00:00,2024,51.5,LDM,185,75,Medium, Medium
FIFA23,253149,J. Frimpong,21,Netherlands,80,86,Bayer 04 Leverkusen,31.5,38,Right,1,3,3,Yes,27/01/2021 00:00,2025,59.9,RB,171,75,High, Medium
FIFA23,210463,D. Machís,28,Venezuela,80,80,Granada CF,21,31,Right,1,4,4,No,28/07/2019 00:00,2022,44.1,LM,174,75,High, Medium
FIFA23,245279,Reguilón,25,Spain,80,83,Tottenham Hotspur,25.5,82,Left,1,3,3,Yes,19/09/2020 00:00,2025,50.4,RES,178,75,High, Medium
FIFA23,193983,A. Delort,30,Algeria,80,80,OGC Nice,20.5,55,Right,2,3,3,No,28/08/2021 00:00,2024,39,ST,181,75,High, High
FIFA23,200155,H. Vanaken,29,Belgium,80,80,Club Brugge KV,20.5,34,Right,1,5,4,No,01/07/2015 00:00,2025,28.7,LCM,195,75,High, Medium
FIFA23,232665,M. Arambarri,26,Uruguay,80,85,Getafe CF,28,32,Right,1,3,3,No,01/07/2018 00:00,2023,60.9,LDM,175,75,Medium, Medium
FIFA23,184392,M. Darmian,32,Italy,80,80,Inter,14.5,63,Right,2,5,3,Yes,13/07/2021 00:00,2024,23.9,SUB,182,75,Medium, High
FIFA23,229668,Mario Hermoso,27,Spain,80,82,Atlético de Madrid,22.5,53,Left,1,3,2,Yes,18/07/2019 00:00,2024,47.8,SUB,184,75,Medium, High
FIFA23,224371,J. Bowen,25,England,80,83,West Ham United,28,73,Left,1,3,4,Yes,31/01/2020 00:00,2025,55.3,RM,175,75,High, Medium
FIFA23,202335,E. Dier,28,England,80,81,Tottenham Hotspur,20,90,Right,2,2,2,Yes,02/08/2014 00:00,2024,39.5,CB,190,75,Medium, High
FIFA23,200888,Danilo Pereira,30,Portugal,80,80,Paris Saint-Germain,17.5,76,Right,3,3,3,Yes,05/10/2020 00:00,2025,32.4,SUB,188,75,Medium, High
FIFA23,235844,E. Álvarez,24,Mexico,80,84,Ajax,27.5,17,Right,2,3,2,No,22/07/2019 00:00,2025,40.6,RCM,187,75,Low, High
FIFA23,236987,B. Kamara,22,France,80,86,Aston Villa,31,69,Right,2,3,3,Yes,01/07/2022 00:00,2027,65.1,CDM,184,75,Medium, High
FIFA23,244369,V. Tsygankov,24,Ukraine,80,85,Dynamo Kyiv,32,1,Left,2,4,4,No,25/09/2020 00:00,2022,72.8,LM,178,75,High, Medium
FIFA23,183574,M. Kruse,34,Germany,80,80,VfL Wolfsburg,10.5,58,Left,2,4,4,Yes,30/01/2022 00:00,2023,17.9,CAM,180,75,High, Low
FIFA23,179844,Diego Costa,31,Spain,80,80,Atlético de Madrid,18,63,Right,4,4,2,Yes,01/01/2018 00:00,2021,36.9,SUB,188,75,High, Medium
FIFA23,211300,A. Martial,26,France,80,83,Manchester United,28,125,Right,3,4,4,Yes,01/09/2015 00:00,2024,55.3,SUB,184,75,Low, Low
FIFA23,234742,H. Barnes,24,England,80,83,Leicester City,29,77,Right,1,4,3,Yes,25/06/2016 00:00,2025,57.3,LM,180,75,High, Medium
FIFA23,240690,N. González,24,Argentina,80,85,Fiorentina,32,58,Left,2,2,4,Yes,01/07/2021 00:00,2026,56.8,RW,180,75,High, Medium
FIFA23,213955,S. Azmoun,27,Iran,80,81,Bayer 04 Leverkusen,24.5,63,Right,1,4,3,Yes,30/01/2022 00:00,2027,43.5,CAM,186,75,Medium, Low
FIFA23,215330,J. Correa,27,Argentina,80,80,Inter,23,75,Right,1,4,4,Yes,13/02/2022 00:00,2025,38,SUB,189,75,Medium, Medium
FIFA23,202477,Deulofeu,28,Spain,80,80,Udinese Calcio,21.5,26,Right,3,4,4,Yes,30/01/2021 00:00,2024,36.6,CF,177,75,High, Medium
FIFA23,232730,D. Kamada,25,Japan,80,82,Eintracht Frankfurt,26.5,34,Right,2,4,3,Yes,01/07/2017 00:00,2023,47,SUB,184,75,Medium, Medium
FIFA23,251805,J. Timber,21,Netherlands,80,88,Ajax,44.5,14,Right,2,3,3,No,01/01/2019 00:00,2024,71.2,RCB,179,75,High, Medium
FIFA23,221660,V. Lindelöf,27,Sweden,80,81,Manchester United,21,105,Right,2,4,3,Yes,01/07/2017 00:00,2024,41.5,SUB,187,75,Medium, Medium
FIFA23,49370,T. Motta,34,Italy,80,80,Paris Saint-Germain,4.5,80,Left,3,4,3,Yes,01/01/2012 00:00,2018,8.3,SUB,188,75,Medium, Medium
FIFA23,229880,A. Wan-Bissaka,24,England,80,83,Manchester United,26.5,90,Right,2,2,3,Yes,29/06/2019 00:00,2024,52.3,SUB,183,75,Medium, Medium
FIFA23,221479,D. Calvert-Lewin,25,England,80,84,Everton,29.5,52,Right,2,2,3,Yes,31/08/2016 00:00,2025,58.3,ST,187,75,High, Medium
FIFA23,207566,William Carvalho,30,Portugal,80,80,Real Betis Balompié,17.5,28,Right,2,4,3,Yes,13/07/2018 00:00,2023,36.8,SUB,187,75,Medium, Medium
FIFA23,201153,Morata,29,Spain,80,80,Atlético de Madrid,21,66,Right,3,4,3,Yes,01/07/2020 00:00,2023,43.1,SUB,190,75,Medium, Medium
FIFA23,210930,Carles Gil,29,Spain,80,80,New England Revolution,20.5,13,Left,2,4,4,Yes,13/02/2019 00:00,2024,30.8,CAM,170,75,High, Medium
FIFA23,233731,A. Isak,22,Sweden,80,85,Real Sociedad,33,37,Right,2,5,4,Yes,01/07/2019 00:00,2026,71.8,ST,192,75,High, Low
FIFA23,226710,G. Scamacca,23,Italy,80,86,West Ham United,33.5,73,Right,2,3,4,No,26/07/2022 00:00,2027,70.4,SUB,195,75,Medium, Medium
FIFA23,222331,L. Klostermann,26,Germany,80,82,RB Leipzig,23,53,Right,2,3,2,Yes,25/09/2020 00:00,2022,40.8,SUB,189,75,Medium, Medium
FIFA23,227950,Yeray,27,Spain,80,82,Athletic Club de Bilbao,22.5,31,Right,2,3,2,Yes,01/07/2014 00:00,2026,48.9,SUB,182,75,Medium, Medium
FIFA23,244749,N. Aguerd,26,Morocco,80,83,West Ham United,24.5,70,Left,2,3,2,No,01/07/2022 00:00,2027,48.4,LCB,188,75,Medium, Medium
FIFA23,204311,K. Zouma,27,France,80,82,West Ham United,22.5,70,Right,2,3,2,Yes,28/08/2021 00:00,2025,44.4,RCB,190,75,Medium, Medium
FIFA23,168609,Miranda,35,Brazil,80,80,Jiangsu FC,5.5,18,Right,3,3,3,Yes,26/07/2019 00:00,2021,8.5,CB,186,75,Medium, Medium
FIFA23,211591,M. Dembélé,25,France,80,83,Olympique Lyonnais,28.5,73,Right,2,3,3,Yes,31/08/2018 00:00,2023,56.3,SUB,183,75,Medium, Low
FIFA23,235410,Y. En-Nesyri,25,Morocco,80,85,Sevilla FC,31.5,35,Left,2,3,3,Yes,16/01/2020 00:00,2025,68.5,ST,188,75,High, High
FIFA23,173608,Joselu,32,Spain,80,80,RCD Espanyol de Barcelona,17,27,Right,1,3,3,Yes,01/07/2022 00:00,2025,35.7,SUB,192,75,High, Medium
FIFA23,230271,Laure Santeiro,22,Brazil,80,80,Fluminense,25,27,Left,1,5,4,No,20/06/2022 00:00,2025,47.5,CAM,171,75,Medium, Medium
FIFA23,243715,W. Saliba,21,France,80,87,Arsenal,40,58,Right,2,3,2,No,25/07/2019 00:00,2024,84,RCB,192,75,Medium, High
FIFA23,269768,I. McAdoo,26,England,80,83,AFC Richmond,24.5,54,Right,1,2,2,Yes,01/07/2018 00:00,2025,48.4,RCB,184,75,Low, High
FIFA23,240273,E. Smith Rowe,21,England,80,87,Arsenal,43,65,Right,1,4,4,No,31/07/2017 00:00,2026,90.3,SUB,182,75,High, High
FIFA23,244263,A. Rrahmani,28,Kosovo,80,80,Napoli,18,57,Right,1,4,2,No,20/01/2020 00:00,2024,30.6,RCB,192,75,High, Medium
FIFA23,238095,N. Milenković,24,Serbia,80,85,Fiorentina,29,48,Right,2,3,2,No,10/07/2017 00:00,2023,51.5,RCB,195,75,Medium, High
FIFA23,251809,S. Botman,22,Netherlands,80,86,Newcastle United,31,74,Left,2,3,2,No,01/07/2022 00:00,2027,65.1,LCB,193,75,Medium, High
FIFA23,210413,A. Romagnoli,27,Italy,80,80,Lazio,19.5,51,Left,2,3,2,Yes,13/07/2022 00:00,2027,33.2,LCB,185,75,Medium, Medium
FIFA23,171791,José Fonte,38,Portugal,80,80,LOSC Lille,3.8,26,Right,3,3,2,Yes,15/07/2018 00:00,2023,7.2,RCB,191,75,Medium, High
FIFA23,177509,M. Benatia,34,Morocco,80,80,Fatih Karagümrük S.K.,7,19,Right,3,3,2,No,30/07/2021 00:00,2023,14,SUB,189,75,Medium, High
FIFA23,53612,P. Mertesacker,32,Germany,80,80,Arsenal,8.5,110,Right,3,3,2,Yes,31/08/2011 00:00,2018,16.2,SUB,198,75,Low, Medium
FIFA23,200159,S. Ortega,29,Germany,80,80,Manchester City,14.5,95,Right,1,4,1,Yes,01/07/2022 00:00,2025,26.8,SUB,185,75,Medium, Medium
FIFA23,192563,B. Leno,30,Germany,80,80,Fulham,14,50,Right,3,3,1,Yes,02/08/2022 00:00,2025,26.6,SUB,190,75,Medium, Medium
FIFA23,226300,U. Çakır,26,Turkey,80,84,Trabzonspor,22.5,33,Right,1,3,1,No,26/08/2014 00:00,2024,44.4,GK,191,75,Medium, Medium
FIFA23,241671,D. Livaković,27,Croatia,80,83,Dinamo Zagreb,20.5,1,Right,2,2,1,No,31/08/2015 00:00,2024,46.6,GK,187,75,Medium, Medium
FIFA23,199987,J. Cillessen,33,Netherlands,80,80,N.E.C. Nijmegen,7,13,Right,3,3,1,No,08/08/2022 00:00,2025,10.2,GK,185,75,Medium, Medium
FIFA23,206585,Kepa,27,Spain,80,83,Chelsea,20.5,80,Right,2,4,1,Yes,08/08/2018 00:00,2025,39.5,SUB,186,75,Medium, Medium
FIFA23,173426,S. Mignolet,34,Belgium,80,80,Club Brugge KV,3.6,24,Right,3,3,1,Yes,05/08/2019 00:00,2025,5,GK,193,75,Medium, Medium
FIFA23,227290,M. Dmitrović,30,Serbia,80,81,Sevilla FC,16,25,Left,1,2,1,Yes,04/07/2021 00:00,2025,34.8,SUB,194,75,Medium, Medium
FIFA23,215223,W. Benítez,29,Argentina,80,82,PSV,17.5,19,Right,2,2,1,No,01/07/2022 00:00,2025,25.8,GK,191,75,Medium, Medium
FIFA23,230204,Héniton Pires,26,Brazil,80,80,Flamengo,16.5,35,Right,1,3,1,No,20/06/2022 00:00,2025,29.7,GK,182,75,Medium, Medium
FIFA23,231691,A. Lafont,23,France,80,85,FC Nantes,25.5,21,Right,2,3,1,No,29/04/2021 00:00,2024,52.9,GK,196,75,Medium, Medium
FIFA23,211738,M. Flekken,29,Netherlands,80,81,Sport-Club Freiburg,16,28,Right,1,4,1,Yes,01/07/2018 00:00,2026,28.4,GK,195,75,Medium, Medium
FIFA23,210385,Rui Silva,28,Portugal,80,82,Real Betis Balompié,18,24,Right,1,3,1,No,01/07/2021 00:00,2026,39.2,SUB,191,75,Medium, Medium
FIFA23,176550,D. Ospina,33,Colombia,80,80,Al Nassr,7,36,Right,2,3,1,Yes,11/07/2022 00:00,2024,11.9,GK,183,75,Medium, Medium
FIFA23,163489,A. Consigli,35,Italy,80,80,U.S. Sassuolo Calcio,2.3,20,Right,2,3,1,No,01/09/2014 00:00,2024,3.9,GK,189,75,Medium, Medium
FIFA23,49031,S. Sorrentino,39,Italy,80,80,Chievo Verona,1,10,Right,2,3,1,No,06/07/2016 00:00,2019,1.8,GK,186,75,Medium, Medium
FIFA21,215071,M. Casco,32,Argentina,79,79,River Plate,8,20,Right,1,5,3,No,09/09/2015 00:00,2022,11.2,LB,170,69,High, Medium
FIFA21,208141,Gabriel,26,Brazil,79,80,SL Benfica,14.5,17,Left,1,5,3,Yes,27/08/2018 00:00,2024,30.1,LCM,188,82,Medium, High
FIFA21,210896,M. Sanson,25,France,79,82,Olympique de Marseille,15.5,42,Right,2,4,4,Yes,17/01/2017 00:00,2022,30.6,LCM,180,73,High, High
FIFA21,231969,R. Malinovskyi,27,Ukraine,79,80,Atalanta,14,58,Left,1,4,4,No,16/07/2019 00:00,2024,24.9,SUB,180,79,High, High
FIFA21,207439,L. Paredes,26,Argentina,79,82,Paris Saint-Germain,15.5,78,Right,2,4,4,Yes,29/01/2019 00:00,2023,29.8,SUB,180,75,Medium, Medium
FIFA21,201519,J. Veretout,27,France,79,81,Roma,13.5,500,Right,1,3,3,Yes,20/07/2019 00:00,2024,29.4,RCM,178,67,Medium, Medium
FIFA21,201455,G. Kondogbia,27,Central African Republic,79,80,Valencia CF,14,40,Left,2,2,4,Yes,02/07/2018 00:00,2022,30.5,LCM,188,80,High, Medium
FIFA21,157960,Manuel Fernandes,32,Portugal,79,79,Lokomotiv Moscow,10,2,Right,2,4,4,No,01/07/2014 00:00,2020,21,LM,175,75,High, Medium
FIFA21,191740,Ander Herrera,30,Spain,79,79,Paris Saint-Germain,11.5,78,Right,3,4,3,Yes,04/07/2019 00:00,2024,21.3,SUB,183,71,High, High
FIFA21,225663,A. Golovin,24,Russia,79,83,AS Monaco,16,48,Right,1,4,4,No,27/07/2018 00:00,2024,31.6,LCM,180,69,High, Medium
FIFA21,206511,M. Arnold,26,Germany,79,80,VfL Wolfsburg,13.5,46,Left,2,2,3,Yes,10/10/2011 00:00,2022,24,LDM,183,74,High, Medium
FIFA21,183394,M. Sissoko,30,France,79,79,Tottenham Hotspur,11.5,89,Right,2,3,3,Yes,31/08/2016 00:00,2023,21.9,SUB,188,91,High, High
FIFA21,237239,E. Bardhi,24,North Macedonia,79,82,Levante UD,16,26,Right,1,4,4,Yes,17/07/2017 00:00,2022,34.8,LM,173,64,Medium, Medium
FIFA21,198784,A. Oxlade-Chamberlain,26,England,79,80,Liverpool,14.5,89,Right,2,4,4,Yes,31/08/2017 00:00,2023,27.9,SUB,175,70,High, High
FIFA21,178424,Antunes,33,Portugal,79,79,Sporting CP,5.5,16,Left,2,3,4,No,16/08/2020 00:00,2022,11,SUB,175,70,High, Medium
FIFA21,199304,Danilo,28,Brazil,79,79,Juventus,11,73,Right,2,4,3,Yes,07/08/2019 00:00,2024,18.2,RCB,183,78,High, Medium
FIFA21,238359,Wendel,22,Brazil,79,88,Sporting CP,19,15,Right,1,3,3,No,06/01/2018 00:00,2023,41.8,LCM,180,73,High, Medium
FIFA21,193198,N. Gudelj,28,Serbia,79,80,Sevilla FC,12.5,30,Right,2,2,3,No,23/07/2019 00:00,2023,27.2,SUB,188,73,Medium, Medium
FIFA21,205569,J. Ward-Prowse,25,England,79,83,Southampton,16,58,Right,2,3,3,Yes,01/06/2011 00:00,2025,31.6,RCM,173,66,Medium, Medium
FIFA21,216475,Morales,32,Spain,79,79,Levante UD,10,32,Right,2,4,4,Yes,01/06/2011 00:00,2021,21,LS,180,70,High, Medium
FIFA21,240754,Y. Atal,24,Algeria,79,85,OGC Nice,15.5,32,Right,1,5,4,No,17/07/2018 00:00,2023,32.6,RB,175,66,High, Medium
FIFA21,228251,L. Pellegrini,24,Italy,79,84,Roma,17,500,Right,2,3,3,Yes,01/07/2017 00:00,2022,37,LF,185,77,Medium, Medium
FIFA21,230251,Melvin Parrela,20,Brazil,79,79,Coritiba,12.5,19,Right,1,3,2,No,01/01/2019 00:00,2023,23.8,RDM,188,88,Medium, Medium
FIFA21,192598,Ai Kesen,30,China PR,79,79,Guangzhou Evergrande Taobao FC,12,32,Right,2,4,4,No,25/09/2020 00:00,2022,19.2,RW,180,77,High, High
FIFA21,202642,Fernando,28,Brazil,79,80,Beijing Sinobo Guoan FC,12.5,24,Right,1,3,4,No,28/02/2020 00:00,2022,20.9,RCM,173,66,Medium, Medium
FIFA21,183498,M. Parolo,35,Italy,79,79,Lazio,4,40,Right,2,4,3,No,01/07/2014 00:00,2021,6.8,SUB,183,75,High, High
FIFA21,237238,S. McTominay,23,Scotland,79,84,Manchester United,15.5,85,Right,1,3,3,Yes,01/07/2013 00:00,2025,30.6,SUB,193,88,High, High
FIFA21,199416,Ibai Gómez,30,Spain,79,79,Athletic Club de Bilbao,12,31,Right,1,4,4,Yes,10/01/2019 00:00,2022,25.2,SUB,178,72,Medium, Medium
FIFA21,204105,K. Lala,28,France,79,79,RC Strasbourg Alsace,11,34,Right,1,3,3,No,12/06/2017 00:00,2021,22,RB,178,78,High, Medium
FIFA21,201400,Rafinha,27,Brazil,79,80,FC Barcelona,14,140,Left,2,4,4,Yes,01/07/2013 00:00,2021,29.8,SUB,175,71,High, Medium
FIFA21,201454,F. Ghoulam,29,Algeria,79,79,Napoli,10.5,62,Left,2,4,3,No,31/01/2014 00:00,2022,17.9,SUB,183,80,High, Medium
FIFA21,234153,Carlos Soler,23,Spain,79,84,Valencia CF,17,34,Right,1,4,3,Yes,01/07/2015 00:00,2023,37,RM,180,76,Medium, Medium
FIFA21,206304,L. Milivojević,29,Serbia,79,79,Crystal Palace,11,58,Right,1,2,2,Yes,01/02/2017 00:00,2023,20.9,SUB,185,80,Medium, High
FIFA21,183108,N. Amrabat,33,Morocco,79,79,Al Nassr,7.5,46,Right,2,3,4,Yes,25/07/2018 00:00,2021,12.8,RM,180,85,High, Medium
FIFA21,184484,G. Sigurðsson,30,Iceland,79,79,Everton,12,83,Right,3,4,3,Yes,16/08/2017 00:00,2022,22.8,SUB,185,77,Medium, Medium
FIFA21,176930,M. Díaz,33,Chile,79,79,Racing Club,6,22,Right,2,3,3,Yes,08/08/2018 00:00,2021,8.4,CDM,168,68,Medium, High
FIFA21,212187,P. Max,26,Germany,79,80,PSV,13,20,Left,1,3,3,Yes,02/09/2020 00:00,2024,19.2,LB,178,77,High, Medium
FIFA21,226456,Pablo Fornals,24,Spain,79,83,West Ham United,16.5,41,Right,2,3,4,Yes,01/07/2019 00:00,2024,32.6,LM,178,67,High, High
FIFA21,224309,Joan Jordán,25,Spain,79,82,Sevilla FC,15.5,30,Right,1,4,4,Yes,04/07/2019 00:00,2023,33.7,SUB,183,74,Medium, Medium
FIFA21,227535,R. Bentancur,23,Uruguay,79,85,Juventus,17,67,Right,1,4,4,No,26/06/2020 00:00,2025,31.5,SUB,188,78,Medium, Medium
FIFA21,208128,H. Çalhanoğlu,26,Turkey,79,79,Milan,13.5,48,Right,3,4,4,Yes,03/07/2017 00:00,2021,23,CAM,178,76,Medium, Medium
FIFA21,215590,Ayoze Pérez,26,Spain,79,79,Leicester City,13.5,90,Right,1,4,4,Yes,04/07/2019 00:00,2023,25.7,RW,178,72,High, High
FIFA21,233738,Zubeldia,23,Spain,79,84,Real Sociedad,15.5,26,Right,1,3,3,Yes,01/07/2015 00:00,2024,33.7,RCM,180,73,Medium, Medium
FIFA21,180216,S. Coleman,31,Republic of Ireland,79,79,Everton,9,76,Right,2,3,3,Yes,04/02/2009 00:00,2022,17.1,RB,178,77,High, High
FIFA21,169595,D. Rose,29,England,79,79,Tottenham Hotspur,10.5,85,Left,3,3,3,Yes,01/07/2007 00:00,2021,20,RES,175,76,Medium, High
FIFA21,216643,L. Dubois,25,France,79,82,Olympique Lyonnais,14,57,Right,1,4,3,Yes,01/07/2018 00:00,2024,27.7,RWB,178,73,Medium, Medium
FIFA21,204614,Mário Rui,29,Portugal,79,79,Napoli,10.5,62,Left,2,3,3,No,06/01/2018 00:00,2025,17.9,SUB,170,67,High, Medium
FIFA21,239433,N. Maksimović,25,Serbia,79,84,Getafe CF,15,29,Right,1,3,3,Yes,16/07/2018 00:00,2024,32.6,RDM,188,78,High, High
