Player ID,Game Version,Age,Overall,Potential,Postion,International Reputation,Weak Foot,Skill Moves,Attack Rate,Defence Rate
235173,FIFA22,23,77,84,LDM,1,4,3,Medium, High
231521,FIFA22,22,77,83,SUB,2,4,4,High, High
212245,FIFA22,27,77,78,SUB,2,3,3,Medium, Medium
80,FIFA22,38,77,77,SUB,2,4,4,Medium, Medium
222509,FIFA22,24,77,80,SUB,2,3,4,Medium, Medium
194022,FIFA22,30,77,77,SUB,2,3,3,Medium, High
219391,FIFA22,28,77,78,SUB,1,3,3,Medium, High
239093,FIFA22,28,77,77,RWB,1,3,3,High, High
227528,FIFA22,30,77,77,RS,1,2,3,High, High
220421,FIFA22,27,77,78,SUB,1,3,3,High, Medium
177600,FIFA22,33,77,77,LCM,2,3,3,Low, Medium
193254,FIFA22,34,77,77,RWB,2,3,3,High, Medium
189423,FIFA22,31,77,77,CDM,2,4,3,Medium, High
31831,FIFA22,34,77,77,LCM,2,3,3,Medium, Medium
230384,FIFA22,25,77,77,LS,1,4,2,Medium, Medium
212491,FIFA22,27,77,78,SUB,1,2,4,High, Medium
224394,FIFA22,27,77,77,RF,1,3,4,High, Medium
230431,FIFA22,29,77,77,LCM,1,3,2,High, High
204876,FIFA22,29,77,77,LB,1,2,3,High, Medium
152916,FIFA22,37,77,77,RW,1,3,4,High, Low
214947,FIFA22,25,77,77,SUB,1,3,3,Medium, Medium
193130,FIFA22,28,77,77,ST,3,3,3,Medium, Medium
236499,FIFA22,23,77,84,CM,2,2,3,High, Medium
220502,FIFA22,26,77,80,SUB,1,4,4,High, Medium
211575,FIFA22,27,77,77,SUB,3,4,4,Low, Medium
200215,FIFA22,30,77,77,SUB,2,3,3,High, High
225309,FIFA22,24,77,81,SUB,2,3,4,High, High
212623,FIFA22,25,77,81,LS,1,3,3,High, Low
229167,FIFA22,25,77,82,LM,1,4,4,High, Medium
233500,FIFA22,22,77,84,LW,1,4,4,High, High
198140,FIFA22,30,77,77,ST,1,4,4,High, Medium
176600,FIFA22,34,77,77,RS,3,4,3,Medium, Medium
188081,FIFA22,31,77,77,SUB,3,4,4,High, Low
158963,FIFA22,35,77,77,CDM,3,4,3,Medium, Medium
225014,FIFA22,24,77,81,LCM,2,3,4,High, Medium
253109,FIFA22,22,77,83,LDM,1,4,3,Medium, Medium
178250,FIFA22,35,77,77,SUB,1,3,3,Medium, Medium
172114,FIFA22,35,77,77,RCM,2,4,3,High, Medium
230977,FIFA22,27,77,78,LCM,1,2,4,Medium, High
190143,FIFA22,31,77,77,LB,1,3,3,High, Low
222357,FIFA22,24,77,82,SUB,2,4,3,Medium, High
180808,FIFA22,34,77,77,RES,1,3,2,Medium, High
183899,FIFA22,32,77,77,SUB,2,2,3,High, Medium
243282,FIFA22,21,77,83,LM,1,2,3,Medium, High
241184,FIFA22,24,77,80,LB,2,3,3,Medium, Medium
207791,FIFA22,27,77,78,SUB,2,3,3,Medium, High
168312,FIFA22,31,77,77,SUB,2,2,3,High, Medium
200536,FIFA22,28,77,77,SUB,2,2,3,High, Medium
238857,FIFA22,26,77,78,LB,1,4,3,High, Medium
229971,FIFA22,25,77,80,RWB,1,2,2,High, Medium
222400,FIFA22,25,77,80,SUB,1,3,3,Medium, High
193290,FIFA22,30,77,77,SUB,2,4,4,Medium, Medium
216435,FIFA22,26,77,80,SUB,2,4,4,Medium, High
188044,FIFA22,31,77,77,LW,2,3,4,High, Low
224389,FIFA22,24,77,84,CAM,1,3,3,High, High
228414,FIFA22,25,77,81,SUB,1,3,4,High, Medium
207948,FIFA22,25,77,78,SUB,2,1,4,Medium, Low
234730,FIFA22,24,77,82,RB,1,2,3,High, Medium
203177,FIFA22,28,77,77,RB,1,3,3,Medium, Medium
232440,FIFA22,23,77,81,LM,1,2,3,High, Medium
194932,FIFA22,29,77,77,RM,2,4,4,High, High
225997,FIFA22,27,77,77,SUB,1,3,4,High, Medium
236639,FIFA22,26,77,80,SUB,2,4,3,Medium, Medium
234468,FIFA22,25,77,81,CAM,1,3,4,Medium, Low
236772,FIFA22,20,77,87,LAM,1,4,4,Medium, Low
208777,FIFA22,26,77,80,SUB,2,4,3,High, Medium
210287,FIFA22,27,77,77,ST,1,3,3,High, Medium
241771,FIFA22,32,77,77,LW,1,4,4,High, Low
211454,FIFA22,28,77,77,RES,1,3,3,Medium, High
179768,FIFA22,29,77,77,SUB,2,3,2,Medium, High
190577,FIFA22,33,77,77,RES,1,5,3,High, Medium
230371,FIFA22,25,77,77,RB,1,3,3,Medium, Medium
244892,FIFA22,21,77,84,SUB,1,3,4,High, High
245158,FIFA22,23,77,86,LM,1,4,3,High, Medium
241508,FIFA22,20,77,87,LM,2,3,4,High, Low
234678,FIFA22,24,77,82,SUB,2,3,3,Medium, Medium
165109,FIFA22,34,77,77,SUB,2,3,3,Medium, High
243015,FIFA22,26,77,82,RCM,1,3,3,Medium, High
215057,FIFA22,31,77,77,CDM,1,3,3,Low, High
230717,FIFA22,25,77,80,SUB,2,3,3,High, Medium
199069,FIFA22,29,77,77,SUB,2,4,4,High, Medium
212153,FIFA22,27,77,77,SUB,2,3,3,Medium, Medium
216796,FIFA22,25,77,78,RM,2,4,3,High, Medium
232999,FIFA22,22,77,83,SUB,2,3,3,High, High
235794,FIFA22,23,77,83,SUB,1,3,4,Medium, Medium
211784,FIFA22,24,77,82,RS,1,4,3,Medium, Medium
190432,FIFA22,35,77,77,CDM,1,2,2,Medium, High
207421,FIFA22,26,77,78,CAM,1,4,4,High, Medium
238041,FIFA22,21,77,82,LB,1,3,3,High, Low
240702,FIFA22,25,77,80,ST,1,3,3,High, Medium
198118,FIFA22,30,77,77,RDM,2,3,2,Medium, High
214009,FIFA22,28,77,78,RDM,2,3,3,Medium, High
209440,FIFA22,30,77,77,LM,2,4,4,High, Medium
216497,FIFA22,27,77,78,CAM,2,4,3,Medium, Medium
235844,FIFA22,23,77,83,RCM,1,3,2,Medium, High
232104,FIFA22,23,77,82,SUB,1,4,3,High, High
224422,FIFA22,24,77,83,LM,1,3,4,High, Medium
229773,FIFA22,27,77,79,LCB,1,3,2,High, High
185221,FIFA22,33,77,77,LCM,3,3,3,Medium, High
146758,FIFA22,36,77,77,SUB,3,4,3,High, Low
177392,FIFA22,34,77,77,RS,2,4,3,High, Medium
230349,FIFA22,29,77,77,LDM,1,3,2,Medium, Medium
230197,FIFA22,33,77,77,RB,1,3,3,High, Medium
231628,FIFA22,24,77,84,SUB,1,3,3,High, Medium
236786,FIFA22,24,77,81,LS,2,3,3,Medium, Medium
245541,FIFA22,18,77,87,RES,2,2,4,Medium, Medium
192342,FIFA22,28,77,77,CAM,2,4,3,Medium, Low
227476,FIFA22,30,77,77,SUB,1,3,3,High, Medium
192492,FIFA22,34,77,77,RM,2,4,4,High, Low
210617,FIFA22,26,77,77,RES,2,2,4,High, Low
181820,FIFA22,31,77,77,SUB,3,4,3,Medium, Low
230269,FIFA22,25,77,77,CAM,1,5,4,High, Medium
215441,FIFA22,25,77,81,SUB,2,3,3,High, Medium
135697,FIFA22,35,77,77,SUB,2,2,4,Medium, Medium
218659,FIFA22,25,77,80,LWB,1,2,3,High, Medium
183353,FIFA22,33,77,77,SUB,1,3,3,Medium, High
227536,FIFA22,30,77,77,RS,2,3,3,High, High
235945,FIFA22,24,77,82,SUB,1,3,3,Medium, Medium
240690,FIFA22,23,77,83,LW,2,2,4,High, Medium
217877,FIFA22,25,77,79,LW,1,3,4,Medium, Medium
198129,FIFA22,32,77,77,CDM,1,2,3,Medium, High
231554,FIFA22,23,77,83,SUB,1,4,3,High, Medium
214977,FIFA22,28,77,78,SUB,1,3,3,Low, Medium
254796,FIFA22,19,77,88,RAM,1,4,4,Medium, Medium
20775,FIFA22,37,77,77,RW,3,4,5,High, Low
233531,FIFA22,24,77,83,LM,2,5,4,High, Medium
216258,FIFA22,27,77,77,ST,2,3,4,High, Medium
189250,FIFA22,31,77,77,SUB,2,4,3,Medium, Low
221551,FIFA22,21,77,88,SUB,1,2,3,Medium, High
243388,FIFA22,23,77,82,LM,2,2,3,High, Low
203757,FIFA22,30,77,77,SUB,1,4,4,Medium, Medium
234128,FIFA22,25,77,80,SUB,2,2,4,High, Medium
184858,FIFA22,32,77,77,SUB,1,3,3,Medium, Low
240740,FIFA22,20,77,87,SUB,2,3,4,High, Medium
225024,FIFA22,24,77,80,SUB,1,3,3,Medium, Medium
181098,FIFA22,37,77,77,SUB,2,3,3,Medium, Medium
201505,FIFA22,31,77,77,CDM,1,3,2,Medium, High
220621,FIFA22,25,77,80,CAM,1,4,4,High, Medium
239482,FIFA22,23,77,84,LM,1,3,4,High, Medium
220085,FIFA22,25,77,82,SUB,1,3,3,High, Medium
236403,FIFA22,21,77,84,RCB,2,3,2,High, Medium
241049,FIFA22,24,77,82,RB,1,2,2,Medium, Medium
177326,FIFA22,36,77,77,LW,3,4,3,High, Medium
213761,FIFA22,30,77,77,ST,2,4,3,Medium, Low
210864,FIFA22,27,77,78,LB,2,3,3,Medium, Medium
246172,FIFA22,22,77,85,SUB,1,2,4,High, Low
234772,FIFA22,30,77,77,RM,1,3,3,High, Medium
202851,FIFA22,30,77,77,SUB,2,3,3,Medium, Medium
251412,FIFA22,25,77,81,ST,1,4,3,High, Medium
188988,FIFA22,28,77,77,SUB,2,3,4,Medium, Medium
245221,FIFA22,26,77,78,RES,2,3,5,Medium, Medium
186547,FIFA22,29,77,77,SUB,3,3,3,Medium, Medium
49369,FIFA22,34,77,77,LS,3,4,3,Medium, Medium
225793,FIFA22,23,77,85,SUB,2,3,2,Medium, High
208004,FIFA22,29,77,77,RWB,2,4,2,Medium, Medium
241202,FIFA22,22,77,84,SUB,1,3,3,Medium, Medium
246186,FIFA22,23,77,85,ST,1,4,3,High, Medium
171919,FIFA22,36,77,77,SUB,3,4,2,Medium, Medium
241721,FIFA22,22,77,82,SUB,1,4,4,Medium, Low
173432,FIFA22,33,77,77,SUB,1,3,2,Medium, Medium
252308,FIFA22,25,77,81,LCM,1,2,2,Medium, High
236593,FIFA22,22,77,84,RM,2,3,4,Medium, Low
199580,FIFA22,28,77,78,RCB,1,2,2,Medium, Medium
194229,FIFA22,30,77,77,RB,2,3,3,Medium, Medium
227927,FIFA22,24,77,82,SUB,1,4,3,High, Medium
213655,FIFA22,25,77,79,SUB,2,3,4,High, Medium
207664,FIFA22,34,77,77,ST,3,3,3,Medium, Low
246420,FIFA22,19,77,88,RM,3,3,4,High, Medium
197948,FIFA22,30,77,77,LCB,2,3,2,Medium, High
220132,FIFA22,29,77,77,SUB,1,3,2,High, Medium
216778,FIFA22,26,77,80,RCB,1,3,2,Medium, High
173608,FIFA22,31,77,77,LS,1,3,3,Medium, Medium
192816,FIFA22,30,77,77,LCB,1,2,2,Low, High
171833,FIFA22,29,77,77,RM,3,2,4,Medium, Low
201315,FIFA22,30,77,77,LCB,1,2,2,Medium, Medium
245037,FIFA22,20,77,86,RCB,2,3,2,Medium, High
226637,FIFA22,25,77,82,LB,1,2,2,Medium, Medium
239901,FIFA22,23,77,82,RES,2,3,3,Medium, Medium
212602,FIFA22,27,77,79,RCB,2,3,2,Medium, Medium
177519,FIFA22,31,77,77,RCB,2,4,3,Medium, Medium
185239,FIFA22,31,77,77,LCB,2,4,2,Medium, Medium
230346,FIFA22,25,77,77,RDM,1,3,2,Medium, Medium
246242,FIFA22,24,77,83,SUB,1,3,3,High, Medium
224221,FIFA22,25,77,80,RCB,2,3,2,Medium, Medium
230402,FIFA22,21,77,77,LM,1,3,2,Medium, Medium
220287,FIFA22,26,77,78,RS,1,3,2,High, Low
173521,FIFA22,34,77,77,SUB,3,3,2,Low, Medium
172879,FIFA22,33,77,77,RCB,3,2,2,Low, High
154472,FIFA22,39,77,77,SUB,1,4,3,Medium, Medium
189068,FIFA22,32,77,77,SUB,3,3,2,Medium, Medium
204341,FIFA22,33,77,77,SUB,1,3,2,Low, Medium
123576,FIFA22,35,77,77,SUB,2,2,2,High, Medium
234426,FIFA22,25,77,81,RES,1,3,2,Medium, High
136144,FIFA22,34,77,77,CAM,3,4,4,Medium, Low
7763,FIFA22,38,77,77,SUB,4,4,2,Low, Low
244263,FIFA22,27,77,80,SUB,1,4,2,High, Medium
194806,FIFA22,31,77,77,RCB,2,2,2,Low, Medium
193714,FIFA22,30,77,77,CB,2,3,2,Medium, High
184069,FIFA22,31,77,77,ST,2,4,3,High, High
234226,FIFA22,25,77,81,CB,1,3,2,Medium, High
236532,FIFA22,24,77,84,SUB,2,4,2,Medium, High
180334,FIFA22,34,77,77,RES,2,2,2,Low, High
238896,FIFA22,24,77,82,SUB,1,2,4,High, Low
216655,FIFA22,29,77,77,LCB,2,3,2,Medium, High
189472,FIFA22,32,77,77,RCB,1,3,2,Medium, High
228295,FIFA22,25,77,81,SUB,1,3,2,Low, High
179789,FIFA22,33,77,77,RCB,2,4,2,Medium, High
193869,FIFA22,31,77,77,LCB,2,3,2,Medium, Medium
232144,FIFA22,23,77,82,LCB,2,3,2,Medium, Medium
231633,FIFA22,24,77,83,SUB,2,3,2,Medium, Medium
211320,FIFA22,26,77,79,SUB,2,3,2,Low, Medium
247257,FIFA22,22,77,85,LCB,2,2,2,Medium, High
230379,FIFA22,33,77,77,RCB,1,2,2,Medium, Medium
206493,FIFA22,33,77,77,LCB,2,3,2,Low, Medium
193601,FIFA22,30,77,77,SUB,1,3,2,Medium, Medium
217196,FIFA22,31,77,77,CB,2,3,2,Low, Medium
203487,FIFA22,27,77,80,CB,2,3,2,Low, Medium
229942,FIFA22,23,77,82,SUB,2,2,2,Medium, High
219145,FIFA22,27,77,79,CB,1,2,2,High, High
199005,FIFA22,29,77,79,SUB,1,4,1,Medium, Medium
223550,FIFA22,27,77,81,GK,1,4,1,Medium, Medium
234777,FIFA22,26,77,82,SUB,1,3,1,Medium, Medium
49000,FIFA22,39,77,77,GK,2,3,1,Medium, Medium
227275,FIFA22,25,77,82,GK,1,2,1,Medium, Medium
212067,FIFA22,32,77,77,GK,1,3,1,Medium, Medium
230182,FIFA22,21,77,77,GK,1,3,1,Medium, Medium
170597,FIFA22,33,77,77,GK,2,2,1,Medium, Medium
206075,FIFA22,28,77,80,GK,2,3,1,Medium, Medium
201325,FIFA22,35,77,77,SUB,2,3,1,Medium, Medium
199641,FIFA22,29,77,79,GK,2,2,1,Medium, Medium
215502,FIFA22,23,77,81,GK,1,2,1,Medium, Medium
180714,FIFA22,35,77,77,GK,2,2,1,Medium, Medium
206652,FIFA22,27,77,79,RES,2,3,1,Medium, Medium
110677,FIFA22,36,77,77,SUB,2,2,1,Medium, Medium
219522,FIFA22,28,77,80,GK,1,2,1,Medium, Medium
146748,FIFA22,39,77,77,GK,3,3,1,Medium, Medium
191011,FIFA22,29,77,77,SUB,1,2,1,Medium, Medium
242656,FIFA22,21,77,85,GK,1,2,1,Medium, Medium
234833,FIFA22,23,77,82,GK,1,4,1,Medium, Medium
223898,FIFA22,24,77,82,GK,2,2,1,Medium, Medium
202789,FIFA22,29,77,79,GK,2,3,1,Medium, Medium
243647,FIFA22,23,77,84,GK,1,2,1,Medium, Medium
215071,FIFA23,34,77,77,RB,1,5,3,High, Low
234568,FIFA23,23,77,81,LDM,1,3,3,High, High
211093,FIFA23,29,77,77,CDM,1,4,4,High, High
216189,FIFA23,30,77,77,SUB,2,3,3,High, High
198784,FIFA23,28,77,77,SUB,2,4,4,High, High
269770,FIFA23,27,77,77,SUB,1,4,4,Medium, High
240471,FIFA23,26,77,80,RCM,1,4,3,High, High
171897,FIFA23,35,77,77,LDM,3,2,3,Medium, Medium
146530,FIFA23,38,77,77,RB,4,3,4,High, Medium
213242,FIFA23,28,77,77,RCM,1,3,3,Medium, High
212269,FIFA23,25,77,80,SUB,2,4,3,Medium, Medium
230065,FIFA23,25,77,81,LCM,2,3,4,High, Medium
230337,FIFA23,34,77,77,LM,1,3,3,High, Medium
229758,FIFA23,28,77,77,SUB,1,3,3,High, High
221174,FIFA23,29,77,77,LW,2,4,3,High, High
203843,FIFA23,34,77,77,RB,1,3,3,High, Medium
231227,FIFA23,24,77,82,RES,1,3,3,Medium, Medium
212187,FIFA23,28,77,77,LB,2,3,3,High, Medium
233301,FIFA23,24,77,82,RB,1,4,3,High, High
247246,FIFA23,21,77,84,RCM,1,3,3,High, High
208787,FIFA23,28,77,77,RCM,2,4,3,High, High
192906,FIFA23,37,77,77,ST,1,4,4,High, Low
247328,FIFA23,21,77,84,RCM,1,4,3,Medium, Medium
211117,FIFA23,26,77,80,SUB,3,3,4,Medium, Medium
198658,FIFA23,28,77,77,SUB,2,3,3,Medium, High
244374,FIFA23,23,77,85,SUB,1,3,3,Medium, Medium
225403,FIFA23,26,77,78,RM,1,3,4,Medium, Medium
239807,FIFA23,22,77,86,RDM,1,4,3,Medium, Medium
201042,FIFA23,28,77,77,SUB,2,4,3,Medium, Medium
226789,FIFA23,25,77,80,LCM,2,4,4,High, Medium
188042,FIFA23,34,77,77,SUB,2,4,4,Medium, Medium
210736,FIFA23,27,77,77,RES,2,2,3,Medium, Medium
224425,FIFA23,27,77,77,SUB,2,4,3,High, Medium
213388,FIFA23,29,77,77,RCM,2,3,3,High, Medium
183394,FIFA23,32,77,77,RCM,2,3,3,Medium, High
190149,FIFA23,33,77,77,RB,2,3,4,High, Medium
190765,FIFA23,31,77,77,RDM,2,4,4,Medium, Medium
250723,FIFA23,21,77,86,RDM,1,3,4,High, High
236699,FIFA23,25,77,80,LCM,1,3,3,Medium, Medium
216158,FIFA23,29,77,77,RWB,2,3,3,High, Medium
178007,FIFA23,36,77,77,LCM,3,4,4,Medium, Low
232223,FIFA23,26,77,80,SUB,1,3,3,High, High
202599,FIFA23,29,77,77,LF,2,4,5,High, Medium
214026,FIFA23,29,77,77,LB,1,2,3,High, Low
198329,FIFA23,31,77,77,SUB,3,3,4,High, Medium
210602,FIFA23,30,77,77,LW,1,5,4,High, High
247103,FIFA23,24,77,85,LCB,1,3,2,High, Medium
246764,FIFA23,22,77,85,SUB,1,3,3,Medium, High
222357,FIFA23,25,77,80,SUB,2,4,3,Medium, Medium
201417,FIFA23,30,77,77,SUB,1,4,3,High, Medium
222509,FIFA23,25,77,80,SUB,2,3,4,Medium, Medium
224394,FIFA23,27,77,77,RF,1,3,4,High, Medium
206306,FIFA23,30,77,77,RDM,2,2,3,Medium, High
193254,FIFA23,35,77,77,RWB,2,3,3,High, Medium
198140,FIFA23,30,77,77,RES,1,4,4,High, Medium
186537,FIFA23,35,77,77,LS,2,3,4,High, Low
212729,FIFA23,25,77,78,RM,1,3,4,High, Medium
212623,FIFA23,25,77,80,LS,1,3,3,High, Low
189172,FIFA23,32,77,77,LM,1,2,3,High, Medium
212228,FIFA23,26,77,79,ST,1,3,3,High, High
205855,FIFA23,28,77,77,ST,1,5,4,Medium, Low
251804,FIFA23,21,77,85,SUB,1,4,4,High, Low
216700,FIFA23,28,77,77,RM,1,4,4,Medium, Medium
216283,FIFA23,30,77,77,LB,1,3,3,High, High
223724,FIFA23,29,77,77,RB,2,3,2,High, High
208224,FIFA23,30,77,77,CAM,1,4,3,High, Medium
210047,FIFA23,30,77,77,RCB,2,3,2,High, Medium
189165,FIFA23,30,77,77,SUB,2,3,3,Medium, Medium
220746,FIFA23,25,77,78,RW,1,3,4,High, Medium
207791,FIFA23,28,77,77,SUB,2,3,3,Medium, High
207884,FIFA23,30,77,77,CDM,1,3,3,Medium, Medium
223597,FIFA23,29,77,77,SUB,2,2,3,High, High
215061,FIFA23,32,77,77,ST,2,3,3,Medium, Medium
176600,FIFA23,35,77,77,RS,3,4,3,Medium, Medium
190813,FIFA23,29,77,77,SUB,3,3,4,Medium, Medium
225863,FIFA23,24,77,82,RES,2,4,3,Medium, Medium
234730,FIFA23,25,77,80,RB,1,2,2,High, Medium
220876,FIFA23,25,77,78,LM,2,3,4,High, Medium
222041,FIFA23,26,77,80,SUB,1,2,4,High, Low
232104,FIFA23,24,77,82,SUB,1,4,3,High, High
228579,FIFA23,25,77,80,RM,2,4,3,High, Medium
229773,FIFA23,27,77,78,LCB,1,3,2,High, High
236368,FIFA23,24,77,81,LCM,1,3,3,High, Medium
210625,FIFA23,27,77,77,SUB,2,3,3,High, Medium
186801,FIFA23,31,77,77,CDM,2,3,3,High, High
251182,FIFA23,25,77,80,LM,1,2,3,High, Medium
232498,FIFA23,27,77,77,RM,1,3,3,High, Medium
232080,FIFA23,25,77,80,RM,1,3,4,High, High
227536,FIFA23,31,77,77,RW,2,3,3,High, High
253306,FIFA23,21,77,85,RCM,1,3,3,High, High
235944,FIFA23,25,77,80,RW,1,3,4,Medium, Medium
241187,FIFA23,21,77,85,RB,1,3,2,Medium, Medium
246618,FIFA23,19,77,87,SUB,1,4,3,High, Medium
188955,FIFA23,32,77,77,ST,1,4,4,Medium, Low
124375,FIFA23,36,77,77,ST,2,4,3,High, Medium
211108,FIFA23,28,77,77,RM,1,3,4,High, Low
257536,FIFA23,25,77,80,ST,1,3,2,High, High
139068,FIFA23,35,77,77,RM,4,5,4,High, Medium
240740,FIFA23,21,77,84,SUB,2,3,4,High, Medium
244176,FIFA23,25,77,80,SUB,1,5,3,Medium, Low
224422,FIFA23,25,77,80,SUB,1,3,4,High, Medium
225719,FIFA23,25,77,79,SUB,1,3,4,Medium, Medium
177392,FIFA23,34,77,77,RS,2,4,3,High, Medium
245541,FIFA23,19,77,86,SUB,2,2,4,Medium, Medium
243559,FIFA23,25,77,80,SUB,1,4,4,Medium, Medium
247181,FIFA23,21,77,86,RM,1,3,4,High, Low
216820,FIFA23,26,77,77,LS,2,4,4,High, Medium
230269,FIFA23,26,77,77,CAM,1,5,4,High, Medium
181820,FIFA23,32,77,77,ST,3,4,3,Medium, Low
218659,FIFA23,26,77,79,LB,1,2,3,High, Medium
186682,FIFA23,34,77,77,LCM,1,3,3,Medium, Medium
254796,FIFA23,20,77,86,RES,1,4,4,Medium, Low
226380,FIFA23,26,77,78,LW,1,4,3,High, Medium
224019,FIFA23,25,77,80,LCM,1,3,3,Medium, Medium
243032,FIFA23,22,77,84,SUB,1,4,3,High, Medium
240716,FIFA23,24,77,83,SUB,1,3,3,High, Medium
225711,FIFA23,26,77,79,RES,2,3,3,Medium, Medium
239482,FIFA23,24,77,81,SUB,1,3,4,High, Medium
216258,FIFA23,28,77,77,SUB,2,3,4,High, Medium
232639,FIFA23,24,77,83,RM,1,3,4,Medium, Medium
245211,FIFA23,22,77,84,RCB,1,3,2,Medium, Medium
247182,FIFA23,22,77,82,CB,1,2,2,Medium, Medium
203757,FIFA23,30,77,77,SUB,1,4,4,Medium, Medium
201505,FIFA23,32,77,77,CB,1,3,2,Medium, High
233959,FIFA23,26,77,78,LW,1,3,4,High, Medium
246186,FIFA23,24,77,83,SUB,1,4,3,High, Medium
146439,FIFA23,36,77,77,RS,3,2,3,Medium, Low
204529,FIFA23,28,77,77,RES,2,5,4,High, Medium
186627,FIFA23,31,77,77,ST,4,4,4,Medium, Low
212219,FIFA23,27,77,79,CB,2,3,2,Low, High
228687,FIFA23,24,77,81,SUB,2,4,3,High, Medium
211381,FIFA23,28,77,77,LM,2,4,4,Medium, Low
225783,FIFA23,24,77,81,LM,1,3,3,Medium, Medium
186547,FIFA23,29,77,77,SUB,3,3,3,Medium, Medium
256958,FIFA23,22,77,87,SUB,1,3,3,High, Medium
49369,FIFA23,34,77,77,LS,3,4,3,Medium, Medium
224221,FIFA23,26,77,80,SUB,2,3,2,Medium, Medium
241202,FIFA23,23,77,83,SUB,1,3,3,Medium, Medium
241042,FIFA23,21,77,84,SUB,1,3,2,Medium, High
156616,FIFA23,39,77,77,LS,4,5,5,Medium, Low
230899,FIFA23,24,77,81,RES,1,4,4,Medium, Medium
220633,FIFA23,26,77,78,SUB,2,4,4,High, Medium
225793,FIFA23,24,77,85,SUB,2,3,2,Medium, High
230978,FIFA23,24,77,80,LS,1,2,3,High, Medium
235353,FIFA23,24,77,83,RW,1,2,4,High, Medium
201399,FIFA23,29,77,77,SUB,3,4,3,Medium, Medium
204024,FIFA23,31,77,77,SUB,2,3,3,High, High
194229,FIFA23,31,77,77,RB,2,3,3,Medium, Medium
182493,FIFA23,36,77,77,LCB,3,3,2,Medium, High
221491,FIFA23,25,77,81,LCB,2,3,2,Low, Medium
242374,FIFA23,23,77,83,LF,1,4,3,High, Medium
231627,FIFA23,25,77,82,ST,1,3,3,High, Medium
199393,FIFA23,34,77,77,LCB,2,2,2,Medium, High
242578,FIFA23,21,77,85,SUB,2,3,2,Medium, High
230402,FIFA23,22,77,77,LM,1,3,2,Medium, Medium
245336,FIFA23,25,77,83,LCB,1,4,2,Medium, High
238896,FIFA23,25,77,80,LM,1,2,4,High, Medium
246785,FIFA23,21,77,86,SUB,1,3,3,High, Medium
172879,FIFA23,33,77,77,RCB,3,2,2,Low, High
205193,FIFA23,27,77,80,LCB,1,2,2,Low, High
136144,FIFA23,34,77,77,CAM,3,4,4,Medium, Low
216793,FIFA23,30,77,77,ST,1,3,3,Medium, Medium
244067,FIFA23,22,77,86,LCB,2,2,2,Medium, High
214766,FIFA23,33,77,77,LCB,1,3,2,Low, High
238160,FIFA23,24,77,82,CB,1,2,2,Medium, High
222493,FIFA23,26,77,79,SUB,1,3,2,Medium, Medium
228295,FIFA23,26,77,79,SUB,1,3,2,Low, High
220523,FIFA23,27,77,79,CB,2,3,2,Medium, High
235036,FIFA23,24,77,82,CB,1,3,2,Medium, Medium
231633,FIFA23,25,77,82,SUB,2,3,2,Medium, Medium
198032,FIFA23,30,77,77,SUB,1,3,2,Medium, High
210679,FIFA23,30,77,77,RCB,1,2,2,Medium, High
244915,FIFA23,23,77,85,LCB,1,3,2,Medium, High
226601,FIFA23,31,77,77,LCB,1,2,2,Medium, High
193601,FIFA23,31,77,77,SUB,1,3,2,Medium, Medium
238476,FIFA23,22,77,82,SUB,1,3,2,Medium, High
217196,FIFA23,31,77,77,LCB,2,3,2,Low, Medium
234835,FIFA23,27,77,80,RCB,1,3,2,Medium, Medium
229942,FIFA23,24,77,82,RCB,2,2,2,Medium, Medium
224041,FIFA23,27,77,80,GK,1,3,1,Medium, Medium
193314,FIFA23,31,77,77,SUB,1,2,1,Medium, Medium
228789,FIFA23,24,77,83,SUB,1,4,1,Medium, Medium
163155,FIFA23,38,77,77,GK,2,3,1,Medium, Medium
242656,FIFA23,22,77,84,GK,1,3,1,Medium, Medium
216939,FIFA23,31,77,77,GK,2,2,1,Medium, Medium
233267,FIFA23,28,77,80,SUB,1,2,1,Medium, Medium
235183,FIFA23,25,77,81,GK,1,3,1,Medium, Medium
194333,FIFA23,34,77,77,GK,2,2,1,Medium, Medium
262621,FIFA23,21,77,83,GK,1,3,1,Medium, Medium
171875,FIFA21,31,76,76,LB,2,2,3,High, Medium
173474,FIFA21,32,76,76,SUB,2,4,3,High, High
186832,FIFA21,31,76,76,SUB,2,3,4,High, High
247030,FIFA21,26,76,79,RDM,1,5,3,High, High
2492,FIFA21,33,76,76,SUB,3,3,3,Medium, Medium
184999,FIFA21,30,76,76,SUB,1,4,3,Medium, Medium
233927,FIFA21,22,76,81,SUB,1,2,4,High, Medium
167943,FIFA21,33,76,76,RDM,2,4,3,Medium, Medium
210881,FIFA21,25,76,81,RCM,1,4,3,High, High
187735,FIFA21,30,76,76,SUB,3,3,4,High, Medium
202282,FIFA21,28,76,76,RM,1,4,3,High, High
192427,FIFA21,31,76,76,RB,2,4,3,High, Medium
175895,FIFA21,31,76,76,RCM,2,4,3,High, Medium
210761,FIFA21,26,76,79,CAM,2,4,3,High, Medium
213013,FIFA21,26,76,79,LW,1,3,4,High, Low
221174,FIFA21,27,76,76,LW,2,4,3,High, High
176571,FIFA21,30,76,76,RS,3,3,4,High, Medium
193158,FIFA21,28,76,76,SUB,2,3,4,Medium, High
